"(No Title)"
	"2026-08-"	"4 13:36:35"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"MEA_THETA3_2026"	"  Variable"	"     (N/A)"	"     (N/A)"	"(No Comment)"

".MAK324_ADAMS_STUDENT.Last_Run.MEA_THETA3_2026.TIME"	".MAK324_ADAMS_STUDENT.Last_Run.MEA_THETA3_2026.Q"
3.000000e-01	-1.104783e+02
3.027778e-01	-1.106482e+02
3.055556e-01	-1.108119e+02
3.083333e-01	-1.109692e+02
3.111111e-01	-1.111205e+02
3.138889e-01	-1.112657e+02
3.166667e-01	-1.114048e+02
3.194444e-01	-1.115380e+02
3.222222e-01	-1.116652e+02
3.250000e-01	-1.117867e+02
3.277778e-01	-1.119023e+02
3.305556e-01	-1.120123e+02
3.333333e-01	-1.121165e+02
3.361111e-01	-1.122151e+02
3.388889e-01	-1.123082e+02
3.416667e-01	-1.123957e+02
3.444444e-01	-1.124777e+02
3.472222e-01	-1.125543e+02
3.500000e-01	-1.126256e+02
3.527778e-01	-1.126915e+02
3.555556e-01	-1.127521e+02
3.583333e-01	-1.128074e+02
3.611111e-01	-1.128575e+02
3.638889e-01	-1.129024e+02
3.666667e-01	-1.129422e+02
3.694444e-01	-1.129769e+02
3.722222e-01	-1.130065e+02
3.750000e-01	-1.130311e+02
3.777778e-01	-1.130506e+02
3.805556e-01	-1.130652e+02
3.833333e-01	-1.130748e+02
3.861111e-01	-1.130795e+02
3.888889e-01	-1.130793e+02
3.916667e-01	-1.130743e+02
3.944444e-01	-1.130644e+02
3.972222e-01	-1.130497e+02
4.000000e-01	-1.130302e+02
4.027778e-01	-1.130060e+02
4.055556e-01	-1.129770e+02
4.083333e-01	-1.129432e+02
4.111111e-01	-1.129048e+02
4.138889e-01	-1.128617e+02
4.166667e-01	-1.128139e+02
4.194444e-01	-1.127615e+02
4.222222e-01	-1.127044e+02
4.250000e-01	-1.126428e+02
4.277778e-01	-1.125765e+02
4.305556e-01	-1.125057e+02
4.333333e-01	-1.124303e+02
4.361111e-01	-1.123504e+02
4.388889e-01	-1.122659e+02
4.416667e-01	-1.121769e+02
4.444444e-01	-1.120835e+02
4.472222e-01	-1.119855e+02
4.500000e-01	-1.118830e+02
4.527778e-01	-1.117761e+02
4.555556e-01	-1.116648e+02
4.583333e-01	-1.115490e+02
4.611111e-01	-1.114288e+02
4.638889e-01	-1.113042e+02
4.666667e-01	-1.111751e+02
4.694444e-01	-1.110417e+02
4.722222e-01	-1.109039e+02
4.750000e-01	-1.107618e+02
4.777778e-01	-1.106153e+02
4.805556e-01	-1.104645e+02
4.833333e-01	-1.103093e+02
4.861111e-01	-1.101499e+02
4.888889e-01	-1.099861e+02
4.916667e-01	-1.098181e+02
4.944444e-01	-1.096458e+02
4.972222e-01	-1.094692e+02
5.000000e-01	-1.092884e+02
5.027778e-01	-1.091034e+02
5.055556e-01	-1.089141e+02
5.083333e-01	-1.087207e+02
5.111111e-01	-1.085231e+02
5.138889e-01	-1.083213e+02
5.166667e-01	-1.081153e+02
5.194444e-01	-1.079052e+02
5.222222e-01	-1.076910e+02
5.250000e-01	-1.074727e+02
5.277778e-01	-1.072504e+02
5.305556e-01	-1.070239e+02
5.333333e-01	-1.067935e+02
5.361111e-01	-1.065590e+02
5.388889e-01	-1.063205e+02
5.416667e-01	-1.060780e+02
5.444444e-01	-1.058315e+02
5.472222e-01	-1.055812e+02
5.500000e-01	-1.053269e+02
5.527778e-01	-1.050687e+02
5.555556e-01	-1.048067e+02
5.583333e-01	-1.045408e+02
5.611111e-01	-1.042712e+02
5.638889e-01	-1.039977e+02
5.666667e-01	-1.037205e+02
5.694444e-01	-1.034396e+02
5.722222e-01	-1.031550e+02
5.750000e-01	-1.028667e+02
5.777778e-01	-1.025748e+02
5.805556e-01	-1.022793e+02
5.833333e-01	-1.019802e+02
5.861111e-01	-1.016775e+02
5.888889e-01	-1.013714e+02
5.916667e-01	-1.010618e+02
5.944444e-01	-1.007488e+02
5.972222e-01	-1.004324e+02
6.000000e-01	-1.001127e+02
6.027778e-01	-9.978963e+01
6.055556e-01	-9.946330e+01
6.083333e-01	-9.913374e+01
6.111111e-01	-9.880099e+01
6.138889e-01	-9.846510e+01
6.166667e-01	-9.812610e+01
6.194444e-01	-9.778404e+01
6.222222e-01	-9.743897e+01
6.250000e-01	-9.709093e+01
6.277778e-01	-9.673998e+01
6.305556e-01	-9.638615e+01
6.333333e-01	-9.602950e+01
6.361111e-01	-9.567007e+01
6.388889e-01	-9.530792e+01
6.416667e-01	-9.494310e+01
6.444444e-01	-9.457567e+01
6.472222e-01	-9.420566e+01
6.500000e-01	-9.383315e+01
6.527778e-01	-9.345817e+01
6.555556e-01	-9.308080e+01
6.583333e-01	-9.270108e+01
6.611111e-01	-9.231907e+01
6.638889e-01	-9.193484e+01
6.666667e-01	-9.154844e+01
6.694444e-01	-9.115993e+01
6.722222e-01	-9.076937e+01
6.750000e-01	-9.037682e+01
6.777778e-01	-8.998235e+01
6.805556e-01	-8.958602e+01
6.833333e-01	-8.918790e+01
6.861111e-01	-8.878804e+01
6.888889e-01	-8.838652e+01
6.916667e-01	-8.798341e+01
6.944444e-01	-8.757877e+01
6.972222e-01	-8.717267e+01
7.000000e-01	-8.676518e+01
7.027778e-01	-8.635637e+01
7.055556e-01	-8.594631e+01
7.083333e-01	-8.553509e+01
7.111111e-01	-8.512276e+01
7.138889e-01	-8.470941e+01
7.166667e-01	-8.429511e+01
7.194444e-01	-8.387993e+01
7.222222e-01	-8.346397e+01
7.250000e-01	-8.304729e+01
7.277778e-01	-8.262997e+01
7.305556e-01	-8.221210e+01
7.333333e-01	-8.179375e+01
7.361111e-01	-8.137502e+01
7.388889e-01	-8.095599e+01
7.416667e-01	-8.053674e+01
7.444444e-01	-8.011735e+01
7.472222e-01	-7.969792e+01
7.500000e-01	-7.927854e+01
7.527778e-01	-7.885930e+01
7.555556e-01	-7.844029e+01
7.583333e-01	-7.802160e+01
7.611111e-01	-7.760333e+01
7.638889e-01	-7.718557e+01
7.666667e-01	-7.676843e+01
7.694444e-01	-7.635200e+01
7.722222e-01	-7.593639e+01
7.750000e-01	-7.552169e+01
7.777778e-01	-7.510801e+01
7.805556e-01	-7.469546e+01
7.833333e-01	-7.428414e+01
7.861111e-01	-7.387417e+01
7.888889e-01	-7.346566e+01
7.916667e-01	-7.305872e+01
7.944444e-01	-7.265347e+01
7.972222e-01	-7.225002e+01
8.000000e-01	-7.184849e+01
8.027778e-01	-7.144902e+01
8.055556e-01	-7.105171e+01
8.083333e-01	-7.065670e+01
8.111111e-01	-7.026413e+01
8.138889e-01	-6.987411e+01
8.166667e-01	-6.948678e+01
8.194444e-01	-6.910229e+01
8.222222e-01	-6.872076e+01
8.250000e-01	-6.834235e+01
8.277778e-01	-6.796720e+01
8.305556e-01	-6.759545e+01
8.333333e-01	-6.722726e+01
8.361111e-01	-6.686279e+01
8.388889e-01	-6.650218e+01
8.416667e-01	-6.614560e+01
8.444444e-01	-6.579322e+01
8.472222e-01	-6.544520e+01
8.500000e-01	-6.510171e+01
8.527778e-01	-6.476293e+01
8.555556e-01	-6.442903e+01
8.583333e-01	-6.410020e+01
8.611111e-01	-6.377663e+01
8.638889e-01	-6.345850e+01
8.666667e-01	-6.314600e+01
8.694444e-01	-6.283934e+01
8.722222e-01	-6.253872e+01
8.750000e-01	-6.224434e+01
8.777778e-01	-6.195641e+01
8.805556e-01	-6.167515e+01
8.833333e-01	-6.140077e+01
8.861111e-01	-6.113350e+01
8.888889e-01	-6.087357e+01
8.916667e-01	-6.062120e+01
8.944444e-01	-6.037664e+01
8.972222e-01	-6.014012e+01
9.000000e-01	-5.991188e+01
9.027778e-01	-5.969219e+01
9.055556e-01	-5.948128e+01
9.083333e-01	-5.927942e+01
9.111111e-01	-5.908687e+01
9.138889e-01	-5.890389e+01
9.166667e-01	-5.873075e+01
9.194444e-01	-5.856772e+01
9.222222e-01	-5.841508e+01
9.250000e-01	-5.827311e+01
9.277778e-01	-5.814208e+01
9.305556e-01	-5.802229e+01
9.333333e-01	-5.791401e+01
9.361111e-01	-5.781754e+01
9.388889e-01	-5.773316e+01
9.416667e-01	-5.766115e+01
9.444444e-01	-5.760182e+01
9.472222e-01	-5.755545e+01
9.500000e-01	-5.752233e+01
9.527778e-01	-5.750274e+01
9.555556e-01	-5.749697e+01
9.583333e-01	-5.750529e+01
9.611111e-01	-5.752799e+01
9.638889e-01	-5.756533e+01
9.666667e-01	-5.761758e+01
9.694444e-01	-5.768499e+01
9.722222e-01	-5.776782e+01
9.750000e-01	-5.786629e+01
9.777778e-01	-5.798065e+01
9.805556e-01	-5.811110e+01
9.833333e-01	-5.825784e+01
9.861111e-01	-5.842107e+01
9.888889e-01	-5.860095e+01
9.916667e-01	-5.879764e+01
9.944444e-01	-5.901127e+01
9.972222e-01	-5.924195e+01
1.000000e+00	-5.948976e+01


